id,prediction
RbCsMnNiBr6,0.0063872174
CoRbNaCuCl6,0.003982299
LiTlBeNiCl6,0.90101147
PdTlLiSrCl6,0.39281666
CoHgAgAuCl6,-0.006410827
CuCsZnPbBr6,-0.013415113
SrCsPdAgCl6,0.015300317
LiRhRbCsCl6,2.832643
GaRbCs2F6,2.383655
ZnAgFeCuBr6,0.008572293
LiCdNiCuF6,0.009580645
SnCsCaAgBr6,0.9488924
CuBaLiSrF6,3.0198143
SnHgRb2Cl6,0.107069016
AgPtHgTlF6,-0.012453048
CsTlCaPbBr6,3.4156728
NiCuAgBaF6,-0.0036543242
BeNaRbHgBr6,0.10658834
Ag2CaCrBr6,0.08728854
LiScCsHgCl6,2.2582684
MgFeCsTlBr6,0.78669846
CuPtSnTlBr6,0.006549361
BeAgRbEuCl6,0.62694865
Sr2RbAgF6,1.780702
NaCuBeRbCl6,0.097739324
RbHgBeNaI6,-0.030503342
SnCsBeAuI6,-0.005088877
RbCsSrBaBr6,4.079092
Mg2LiHgF6,0.73918027
MgCuNaSrBr6,0.40605444
NaScCu2Cl6,0.06004883
SnTlRbBaI6,2.673868
BeTlMgHgCl6,0.14273441
MgAgCaCuBr6,0.013632047
CrTlCaCsBr6,1.0790093
CsDyRb2Cl6,1.3834307
MnFeRbAgF6,-0.008908516
NiCsFeAgCl6,0.012160813
CsPbPdTlF6,0.0068191523
MgSrAuTlCl6,2.536638
RbCdF3,2.7381814
Rb2CdHgF6,-0.027031546
Zn2LiNaI6,0.03244385
AgTlSbHgF6,1.2171421
BeRbCaCuF6,0.072598234
CrCsLiSrF6,0.802398
MgAgNaPtF6,0.008800983
MgAuRbSrI6,0.913935
RbSrCl3,4.763898
AlAgLiNaCl6,1.1490346
LiSrRbCdI6,2.34218
CdCsZnRbBr6,0.9843315
BeTlSrAuI6,2.0116878
NaPtCaCuF6,0.0057433597
NaPtLiCoCl6,0.0042712353
Ag2NiPtBr6,0.030908242
NiTlTiCsBr6,0.0849957
NaAuCd2Cl6,0.02085859
CaAgFeCsBr6,0.20709202
Ag2NiHgBr6,0.39523405
CuSrHgPbF6,0.69271576
CdBaNaAgF6,0.9573204
ScRbLiCsI6,1.6763111
LiCsNaYbI6,0.19575039
NaCsPdHgBr6,0.00081096217
CrFeNaAgF6,-0.019187963
Cu2LiAgF6,0.0018622543
AgBaCuTlF6,0.6971601
Li2RbPrF6,1.4201058
ZnCdRb2Br6,0.27883232
CaTlCuPbI6,1.5043777
RbHgMnCdF6,0.47358075
CoHgCsTlCl6,0.013202448
NaAgLaHgF6,0.005560248
NaCuLiTmI6,-0.011362383
NaAuTiZnCl6,0.009051825
AgEuCrCsBr6,0.0271538
AgPtFeCsF6,0.015244651
CuPbRbSrF6,1.9912317
CsPmLiTlCl6,2.0912642
LiBaFeRbI6,1.4555622
TiRbAgEuBr6,-0.0051770457
RbCsNaLuI6,0.10646085
LiPdNaMgCl6,0.075734064
RbAgCaSnBr6,1.3592982
LiNaCuHoI6,-0.012267965
LiCuFeCsBr6,0.007227427
LiTlCrRbCl6,0.055137943
NaFeF3,0.2554683
NiTlLiCdF6,1.8443512
NaCsSnHgI6,-0.026840925
Na2GdTlBr6,1.0505718
LiRhRb2Br6,2.5186272
RbCdMnAgBr6,0.007692774
LiAgNiCuBr6,0.0008268468
CuTlLiRhBr6,1.4063934
ZnRbMnCuCl6,0.17982943
AgEuLi2Cl6,0.47395092
CsHgLiFeCl6,0.0075804377
AgHgNaPbCl6,0.2701751
RbGdCsHgCl6,0.35593
RbRuCuTlF6,0.045169853
CrCoLiHgCl6,0.0014664624
CsAuNaAgF6,0.0069979234
CoAgTiTlCl6,0.0016989205
CuHgAgGdCl6,0.0052666655
AgHoHgTlF6,0.09518553
SrHgCrCsF6,0.2216051
AgSnTiRbCl6,0.0019801476
CsPbBeAgBr6,0.12536797
MgRbLiPdI6,0.0015793837
SrSnNaCsCl6,2.8657498
CsTlMnPtF6,0.2332451
LiCaCdTlCl6,3.1128154
NaCuCr2F6,-0.022478733
CsHgLiFeBr6,0.011136763
Cu2PdCdBr6,0.0011296679
LiBeCaHgCl6,0.4123052
