,correct_formula,A,A',B,B',X,lat_bvm,lat_opt,lat_err,hf_opt,pbe_bg
692,RbK_MgSnCl6,Rb,K,Mg,Sn,Cl,7.407509218,7.523804497,-1.545697779,-1.840578738,3.092421
693,RbK_MgSnF6,Rb,K,Mg,Sn,F,6.083876035,6.225098033,-2.268590748,-3.055583803,4.178219
694,RbK_MgSrCl6,Rb,K,Mg,Sr,Cl,7.561729207,7.56327469,-0.020434046,-2.275319567,4.727707
695,RbK_MgSrF6,Rb,K,Mg,Sr,F,6.191356265,6.229809262,-0.617241963,-3.540004141,6.219469
696,RbK_MnAgF6,Rb,K,Mn,Ag,F,6.131181478,6.150291403,-0.310715765,-2.552400529,0
697,RbK_MnCdF6,Rb,K,Mn,Cd,F,6.314392845,6.18059364,2.16482773,-2.713290272,1.015508
698,RbK_MnFeCl6,Rb,K,Mn,Fe,Cl,6.764112758,7.101712508,-4.753779453,-1.502166336,0
699,RbK_MnNiF6,Rb,K,Mn,Ni,F,5.963667882,5.918501432,0.763139969,-2.564533253,0.060713
700,RbK_MnPbF6,Rb,K,Mn,Pb,F,6.475613191,6.429059162,0.724118846,-2.727791868,2.102277
701,RbK_MoAuCl6,Rb,K,Mo,Au,Cl,7.214469067,7.320213323,-1.444551563,-1.305865643,0.125914
702,RbK_NaAuF6,Rb,K,Na,Au,F,6.254218058,6.226939135,0.438079166,-2.27338777,0.001674
703,RbK_NaCrCl6,Rb,K,Na,Cr,Cl,7.200326931,7.238585619,-0.52853817,-1.830250073,1.286008
704,RbK_NaRhCl6,Rb,K,Na,Rh,Cl,7.200326931,7.237745263,-0.516988795,-1.620489019,1.419554
705,RbK_NaRhF6,Rb,K,Na,Rh,F,6.064713441,6.058414462,0.103970751,-2.618671367,2.123017
706,RbK_NaRuCl6,Rb,K,Na,Ru,Cl,7.403973684,7.240642145,2.255760411,-1.572614672,0.007571
707,RbK_NaSbCl6,Rb,K,Na,Sb,Cl,7.536909759,7.643920354,-1.399943878,-1.729456797,3.097996
708,RbK_NaV_Cl6,Rb,K,Na,V,Cl,7.330434579,7.261416533,0.950476339,-1.871788595,0.005078
709,RbK_NbAgCl6,Rb,K,Nb,Ag,Cl,7.27103761,7.384934879,-1.542292124,-1.523524204,0.00939
710,RbK_NbAgF6,Rb,K,Nb,Ag,F,6.184921594,6.410085312,-3.512647758,-2.554144111,0
711,RbK_NiBaCl6,Rb,K,Ni,Ba,Cl,7.725777981,7.634072816,1.201261335,-1.83954053,1.089339
712,RbK_NiBaF6,Rb,K,Ni,Ba,F,6.42752993,6.458185915,-0.474684151,-2.905386361,1.524543
713,RbK_NiCuF6,Rb,K,Ni,Cu,F,5.796790681,5.798432185,-0.028309446,-2.334472356,0
714,RbK_NiPbCl6,Rb,K,Ni,Pb,Cl,7.505160665,7.426978842,1.052673296,-1.47108082,0.146111
715,RbK_NiSnCl6,Rb,K,Ni,Sn,Cl,7.331141686,7.327374404,0.051413805,-1.451422751,0
716,RbK_NiSrCl6,Rb,K,Ni,Sr,Cl,7.479704821,7.426306919,0.719037101,-1.858466186,1.041189
717,RbK_NiZnF6,Rb,K,Ni,Zn,F,5.816589671,5.840333124,-0.406542786,-2.537780966,1.045644
718,RbK_PdCdF6,Rb,K,Pd,Cd,F,6.249339021,6.241582159,0.124277175,-2.289820354,0.011569
719,RbK_PdPbCl6,Rb,K,Pd,Pb,Cl,7.547587072,7.504068528,0.579932657,-1.423507363,0.037402
720,RbK_PdPtF6,Rb,K,Pd,Pt,F,5.997609007,6.186190904,-3.048433195,-1.972956046,0.008392
721,RbK_PdSnCl6,Rb,K,Pd,Sn,Cl,7.367911239,7.380426888,-0.169578931,-1.434415319,0.039191
722,RbK_PtPbCl6,Rb,K,Pt,Pb,Cl,7.547587072,7.521520383,0.346561435,-1.34079976,0
723,RbK_PtPbF6,Rb,K,Pt,Pb,F,6.331363408,6.559909701,-3.483985351,-2.201125436,0.504625
724,RbK_RhAuCl6,Rb,K,Rh,Au,Cl,7.070219284,7.137418041,-0.941499526,-1.222795799,0.166715
725,RbK_RuAgCl6,Rb,K,Ru,Ag,Cl,7.330434579,7.186219332,2.006830579,-1.275365508,0.006585
726,RbK_RuAgF6,Rb,K,Ru,Ag,F,6.711009039,6.241156567,7.528291703,-2.198667327,0
727,RbK_ScAgF6,Rb,K,Sc,Ag,F,6.241490136,6.316161166,-1.182221733,-3.125567498,3.127474
728,RbK_TiAgF6,Rb,K,Ti,Ag,F,6.200477943,6.248957528,-0.77580276,-2.861744331,0
729,RbK_TiCuF6,Rb,K,Ti,Cu,F,6.019458607,6.011153058,0.138168982,-2.844684641,0
730,RbK_TiFeF6,Rb,K,Ti,Fe,F,6.450157347,5.957854258,8.263093854,-2.80294504,0.004746
731,RbK_TiNiF6,Rb,K,Ti,Ni,F,6.376618242,5.958927833,7.009489303,-2.762357753,0
732,RbK_TiPtF6,Rb,K,Ti,Pt,F,6.489755327,6.3605977,2.030589468,-2.560313956,0.005311
733,RbK_TiSnF6,Rb,K,Ti,Sn,F,6.827752368,6.367368022,7.230371237,-2.813594295,0
734,RbK_V_AgCl6,Rb,K,V,Ag,Cl,7.259723901,7.225702384,0.470840275,-1.570826444,0.00453
735,RbK_V_CdCl6,Rb,K,V,Cd,Cl,7.239288515,7.256648677,-0.239231121,-1.62517244,0.054921
736,RbK_V_MnCl6,Rb,K,V,Mn,Cl,7.103524013,7.106168439,-0.037213106,-1.654098109,0.496065
737,RbK_V_MnF6,Rb,K,V,Mn,F,6.6538041,5.975483471,11.35172798,-2.832163141,1.182858
738,RbK_V_PbCl6,Rb,K,V,Pb,Cl,8.09064508,7.532157833,7.414704516,-1.649149621,0.756549
739,RbK_V_PtF6,Rb,K,V,Pt,F,6.503897463,6.174909697,5.327815015,-2.354320752,0
740,RbK_V_SrF6,Rb,K,V,Sr,F,6.972002152,6.322904843,10.2658086,-3.224031931,0.406524
741,RbK_ZnPbF6,Rb,K,Zn,Pb,F,6.257824303,6.351372031,-1.472874326,-2.697061981,3.860069
742,RbK_ZnPdF6,Rb,K,Zn,Pd,F,5.938212038,6.013305189,-1.2487833,-2.344556222,0.00432
743,Cs2TiCuF6,Cs,Cs,Ti,Cu,F,6.310786601,6.217359954,1.502673927,-2.828696248,0
744,RbK_LiAuCl6,Rb,K,Li,Au,Cl,7.056077148,7.178169666,-1.700886489,-1.397153668,0.021811
745,Rb2CaSnF6,Rb,Rb,Ca,Sn,F,6.417630435,6.554136104,-2.082740835,-3.156462029,4.143227
746,CsK_MoAgCl6,Cs,K,Mo,Ag,Cl,7.344576715,7.363546588,-0.2576187,-1.45408379,0.843306
747,CsK_BeSnCl6,Cs,K,Be,Sn,Cl,6.823439017,7.283302287,-6.313939088,-1.609499939,2.538137
748,RbBaLiSnF6,Rb,Ba,Li,Sn,F,6.01670089,6.189290674,-2.788522839,-3.076016663,3.307288
749,Cs2PdCdF6,Cs,Cs,Pd,Cd,F,6.365304534,6.357275422,0.126298005,-2.302590086,0.015174
750,CsRbZnSnBr6,Cs,Rb,Zn,Sn,Br,7.697493709,7.927377328,-2.899869774,-1.370234008,1.238438
751,K_BaNaPdF6,K,Ba,Na,Pd,F,6.15529382,6.124891076,0.496380158,-2.729275121,0.000839
752,CsRbSrPtCl6,Cs,Rb,Sr,Pt,Cl,7.541930217,7.63968565,-1.279574023,-1.742094482,0.568938
753,CsRbCoZnF6,Cs,Rb,Co,Zn,F,6.025893279,5.984944097,0.68420325,-2.493796516,0
754,Cs2CaBaF6,Cs,Cs,Ca,Ba,F,6.786740175,6.849747233,-0.919845008,-3.615509325,6.123764
755,RbK_CaCuCl6,Rb,K,Ca,Cu,Cl,7.273229641,7.289134601,-0.218200937,-1.810952237,0
756,CsBaTiAgF6,Cs,Ba,Ti,Ag,F,6.85815796,6.544627172,4.790659265,-2.881106457,0
757,Rb2AsAuCl6,Rb,Rb,As,Au,Cl,7.183356369,7.374997395,-2.598523304,-1.280114891,0.088037
758,CsRbAsAgF6,Cs,Rb,As,Ag,F,6.295230252,6.436679903,-2.197556087,-2.390300513,2.42653
759,Cs2PdSnCl6,Cs,Cs,Pd,Sn,Cl,7.43579349,7.468692141,-0.440487442,-1.48926557,0.056379
760,RbBaCuAgF6,Rb,Ba,Cu,Ag,F,6.117110053,6.159295805,-0.684911934,-2.524063755,0.041902
761,RbK_SrPdCl6,Rb,K,Sr,Pd,Cl,7.5193028,7.555661777,-0.481214989,-1.760689094,0
762,RbK_CaPdCl6,Rb,K,Ca,Pd,Cl,7.335455037,7.379252243,-0.593518212,-1.760613364,0
763,CsK_CuBiCl6,Cs,K,Cu,Bi,Cl,7.157900525,7.457153265,-4.012962177,-1.482071795,0.926676
764,RbK_MnAuCl6,Rb,K,Mn,Au,Cl,7.129616253,7.189511633,-0.83309386,-1.405741057,0.020372
765,Cs2CrCoF6,Cs,Cs,Cr,Co,F,6.133373509,6.078905098,0.896023381,-2.499257343,0
766,CsRbNaCuCl6,Cs,Rb,Na,Cu,Cl,7.285179745,7.325934774,-0.556311655,-1.494536868,0
767,Cs2AsAgF6,Cs,Cs,As,Ag,F,6.36594093,6.491323802,-1.931545488,-2.40024284,2.47572
768,Cs2NiPbBr6,Cs,Cs,Ni,Pb,Br,7.92801052,7.908172123,0.250859449,-1.272439177,0.097969
769,Rb2MgTiF6,Rb,Rb,Mg,Ti,F,6.368132961,5.93536914,7.291270531,-3.22904567,0
770,Cs2CuRbCl6,Cs,Cs,Cu,Rb,Cl,7.859350452,7.766331275,1.197723529,-1.50765473,0
771,CsRbCuPbBr6,Cs,Rb,Cu,Pb,Br,7.659309943,7.866489435,-2.633696946,-1.263014481,0.099883
772,K_2AgSbF6,K,K,Ag,Sb,F,6.375840425,6.516378527,-2.156690275,-2.435090769,2.08354
773,RbK_TiZnF6,Rb,K,Ti,Zn,F,6.410559368,5.959914564,7.561262819,-2.852503624,0
774,Cs2CuBaF6,Cs,Cs,Cu,Ba,F,6.492583754,6.580858225,-1.341382354,-2.863492775,0.007741
775,CsK_CaNiCl6,Cs,K,Ca,Ni,Cl,7.329798183,7.295100463,0.475630462,-1.870277592,1.028298
776,Cs2GaAgBr6,Cs,Cs,Ga,Ag,Br,7.627631559,7.764891683,-1.767701722,-1.284157426,0.006852
777,RbK_AsCsF6,Rb,K,As,Cs,F,6.863744104,6.862887219,0.01248578,-2.662283619,3.603417
778,Cs2PdCdBr6,Cs,Cs,Pd,Cd,Br,7.335455037,7.753118756,-5.387041424,-1.236419415,0
779,CsRbCoPbF6,Cs,Rb,Co,Pb,F,6.345505544,6.402132426,-0.884500323,-2.519983985,0.003048
780,RbBaLiTiF6,Rb,Ba,Li,Ti,F,6.281158827,5.898529557,6.486858569,-3.330153575,0
781,Cs2CaBaCl6,Cs,Cs,Ca,Ba,Cl,8.2179243,8.12933034,1.089806371,-2.494050733,4.927563
782,Rb2TiBaF6,Rb,Rb,Ti,Ba,F,7.196862108,6.607014478,8.927597056,-3.239590297,0
783,Cs2CdPtCl6,Cs,Cs,Cd,Pt,Cl,7.055440752,7.385848208,-4.473520802,-1.377490468,0
784,Rb2K_CoF6,Rb,Rb,K,Co,F,6.317857669,6.350235432,-0.509867128,-2.641692181,0.000738
785,CsK_TiCrCl6,Cs,K,Ti,Cr,Cl,7.343940319,7.202761986,1.960058284,-1.698720902,0
786,Rb2TiCdCl6,Rb,Rb,Ti,Cd,Cl,7.114837722,7.373295085,-3.505316958,-1.709652569,0
787,Cs2TiSnBr6,Cs,Cs,Ti,Sn,Br,8.133071487,8.005491702,1.593653329,-1.462336486,0.001155
788,K_2CoZnF6,K,K,Co,Zn,F,5.776991692,5.826508343,-0.849851199,-2.544015931,0.000113
789,Cs2NaScCl6,Cs,Cs,Na,Sc,Cl,7.599135156,7.54842834,0.671753294,-2.307638619,3.911737
790,CsRbK_NbF6,Cs,Rb,K,Nb,F,6.470592733,6.623607879,-2.310148016,-2.965078421,0
791,RbK_MnPbCl6,Rb,K,Mn,Pb,Cl,7.208175817,7.593083584,-5.069189121,-1.64863436,1.796338
792,Rb2CuPbCl6,Rb,Rb,Cu,Pb,Cl,7.488190102,7.430569596,0.775452073,-1.486486316,0.105005
793,Cs2MgCrF6,Cs,Cs,Mg,Cr,F,6.105089238,6.070954075,0.562270157,-3.004673735,0.000816
794,Rb2MgPtF6,Rb,Rb,Mg,Pt,F,5.909927766,6.056081618,-2.413340196,-2.607468215,1.124515
795,CsRbNiCdCl6,Cs,Rb,Ni,Cd,Cl,6.970587938,7.233963796,-3.640823557,-1.466089597,0.247796
796,K_2CuBiF6,K,K,Cu,Bi,F,6.26694598,6.33527073,-1.078481929,-2.433841889,0.840666
797,CsK_NaCuF6,Cs,K,Na,Cu,F,6.053399732,6.098892393,-0.745916768,-2.464418726,0.001344
798,Rb2MgSnF6,Rb,Rb,Mg,Sn,F,6.114988733,6.256638609,-2.263993253,-3.061623232,4.280887
799,Cs2MgTiF6,Cs,Cs,Mg,Ti,F,6.436015212,6.078972933,5.873398071,-3.180298733,0
800,Cs2V_AgBr6,Cs,Cs,V,Ag,Br,7.723798082,7.729191909,-0.069785135,-1.329547876,0
801,RbK_MgPdF6,Rb,K,Mg,Pd,F,5.898614058,5.969056974,-1.180134757,-2.695970946,0
802,CsRbBeSrF6,Cs,Rb,Be,Sr,F,6.096603957,6.069687592,0.443455525,-3.316973868,6.763385
803,CsRbNiPbF6,Cs,Rb,Ni,Pb,F,6.30025071,6.369667866,-1.089808095,-2.527703394,1.40877
804,Cs2NaBiF6,Cs,Cs,Na,Bi,F,6.491805937,6.602657069,-1.678886709,-2.895711977,5.042322
805,CsRbMnAuCl6,Cs,Rb,Mn,Au,Cl,7.239924911,7.254865813,-0.205943189,-1.432274653,0.01751
806,CsRbTiAuCl6,Cs,Rb,Ti,Au,Cl,7.302150308,7.363965626,-0.839429747,-1.615127216,0
807,CsRbV_FeCl6,Cs,Rb,V,Fe,Cl,7.468391112,7.104242005,5.125798174,-1.528318153,0
808,CsRbZnPbF6,Cs,Rb,Zn,Pb,F,6.322878127,6.421349214,-1.533495278,-2.712698235,4.03612
809,K_2MnPbF6,K,K,Mn,Pb,F,6.46712791,6.405571853,0.960976762,-2.715511547,1.99404
810,Cs2AuBiCl6,Cs,Cs,Au,Bi,Cl,7.587821448,7.727340845,-1.805529221,-1.430309623,0.773656
811,CsRbAlK_F6,Cs,Rb,Al,K,F,6.307958174,6.309575879,-0.025638887,-3.390624627,6.556534
812,RbK_FeSrCl6,Rb,K,Fe,Sr,Cl,7.533444936,7.509859892,0.314054381,-1.898513347,0.001986
813,Rb2FeCuF6,Rb,Rb,Fe,Cu,F,5.901442485,5.977304045,-1.269160134,-2.455808601,0.038816
814,RbK_TiCrCl6,Rb,K,Ti,Cr,Cl,7.31282762,7.156010453,2.191404946,-1.68929668,0
815,CsRbCaTiF6,Cs,Rb,Ca,Ti,F,6.727343206,6.260670969,7.454029118,-3.333457527,0
816,CsRbScAgCl6,Cs,Rb,Sc,Ag,Cl,7.508625488,7.456579681,0.697984991,-1.980315835,3.29237
817,RbK_ZnSrCl6,Rb,K,Zn,Sr,Cl,7.465562685,7.522195712,-0.752878935,-2.015709395,4.08435
818,CsK_MgCaCl6,Cs,K,Mg,Ca,Cl,7.400508861,7.418463315,-0.242023897,-2.294727353,4.998294
819,Rb2CaTiF6,Rb,Rb,Ca,Ti,F,6.71320107,6.207344861,8.149316984,-3.336780812,0
820,Rb2CuCsF6,Rb,Rb,Cu,Cs,F,6.691210049,6.609826587,1.231249579,-2.404198833,0
821,CsBaLiMgF6,Cs,Ba,Li,Mg,F,5.916291728,5.91911679,-0.047727762,-3.545098485,7.06412
822,CsK_TiMnF6,Cs,K,Ti,Mn,F,6.6538041,6.07969013,9.443145255,-2.888833944,0
823,CsK_TiAgCl6,Cs,K,Ti,Ag,Cl,7.344576715,7.335713773,0.120819081,-1.729446626,0
824,CsRbNaBiBr6,Cs,Rb,Na,Bi,Br,8.137950523,8.206198185,-0.831659929,-1.545368098,3.083657
825,K_BaLiMnF6,K,Ba,Li,Mn,F,5.842752622,5.857209938,-0.246829397,-3.234263802,2.637835
826,K_BaCaCuF6,K,Ba,Ca,Cu,F,6.151051179,6.194943007,-0.708510602,-3.148261228,0.483415
827,CsK_AgInCl6,Cs,K,Ag,In,Cl,7.406802112,7.480152377,-0.98059854,-1.544357769,0.992968
828,CsK_SrSnF6,Cs,K,Sr,Sn,F,6.659460955,6.767406668,-1.595082404,-3.115018759,3.829506
829,Cs2CdPbF6,Cs,Cs,Cd,Pb,F,6.667946236,6.680783196,-0.192147532,-2.690496665,3.67207
830,K_2V_NiF6,K,K,V,Ni,F,6.379446669,5.841406672,9.210795057,-2.644084769,0
831,RbK_TiSrCl6,Rb,K,Ti,Sr,Cl,7.878513045,7.569001052,4.089205311,-2.110228809,0.019902
832,Cs2MgMnF6,Cs,Cs,Mg,Mn,F,6.170143062,6.089873554,1.318081686,-3.084026804,3.177334
833,Rb2CoPtF6,Rb,Rb,Co,Pt,F,5.9551826,6.063247339,-1.782291451,-2.074915786,0
834,K_2CuPbF6,K,K,Cu,Pb,F,6.204084187,6.270519331,-1.05948392,-2.456058811,0
835,CsK_MnZnCl6,Cs,K,Mn,Zn,Cl,6.863107708,7.154374328,-4.071168304,-1.632345631,1.192986
836,CsK_BaPtCl6,Cs,K,Ba,Pt,Cl,7.773861242,7.828269717,-0.695025554,-1.708470157,0.578726
837,CsRbNiPtF6,Cs,Rb,Ni,Pt,F,6.037206987,6.090513815,-0.875243528,-2.071907091,0.796036
838,CsRbCdPtF6,Cs,Rb,Cd,Pt,F,6.263481157,6.380129915,-1.828313209,-2.189959079,0.395812
839,CsBaNaMnF6,Cs,Ba,Na,Mn,F,6.274087759,6.171321598,1.665221288,-3.164491664,2.474511
840,RbK_SrPdF6,Rb,K,Sr,Pd,F,6.395003018,6.446858831,-0.804357818,-2.735959623,0
841,CsK_ZnCdF6,Cs,K,Zn,Cd,F,6.184285198,6.163795263,0.332424004,-2.66709407,3.301163
842,CsK_V_SnF6,Cs,K,V,Sn,F,6.847551358,6.356770791,7.720595616,-2.744407904,0.773259
843,Cs2K_AuF6,Cs,Cs,K,Au,F,6.69969533,6.675878327,0.356762089,-2.28161475,0
844,Rb2FeSnF6,Rb,Rb,Fe,Sn,F,6.191356265,6.334025548,-2.252426706,-2.56243012,0
845,RbK_MgBaF6,Rb,K,Mg,Ba,F,6.404902513,6.446404976,-0.643807877,-3.469695882,5.80621
846,Cs2V_SrCl6,Cs,Cs,V,Sr,Cl,8.065189236,7.596647096,6.167749194,-2.113788221,1.14492
847,Rb2FeSnCl6,Rb,Rb,Fe,Sn,Cl,7.393367083,7.468036758,-0.999856822,-1.497456546,0
848,RbK_ZnCdF6,Rb,K,Zn,Cd,F,6.107917665,6.104635583,0.053763766,-2.678440878,3.258805
849,K_BaLiCrF6,K,Ba,Li,Cr,F,5.760728236,5.837934857,-1.322498844,-3.168416895,0
850,CsRbAlK_Br6,Cs,Rb,Al,K,Br,8.046026642,8.051669273,-0.070080263,-1.698903191,3.132074
851,Rb2V_MnF6,Rb,Rb,V,Mn,F,6.656632527,6.019412495,10.58608348,-2.824236899,0.832278
852,Cs2BePbF6,Cs,Cs,Be,Pb,F,6.174385703,6.179973506,-0.090417912,-2.849220792,5.006022
853,Rb2NaInCl6,Rb,Rb,Na,In,Cl,7.454885373,7.51067026,-0.742741794,-1.840139652,3.010278
854,CsRbBePbCl6,Cs,Rb,Be,Pb,Cl,6.904119901,7.364009716,-6.245100601,-1.65810035,3.235321
855,CsRbMnZnF6,Cs,Rb,Mn,Zn,F,6.122059801,6.062960536,0.97475919,-2.735038521,2.061474
856,CsK_MnFeF6,Cs,K,Mn,Fe,F,6.113574519,6.054325502,0.97862292,-2.608458892,0.006367
857,Cs2MnPbI6,Cs,Cs,Mn,Pb,I,7.816287649,8.641527978,-9.549703838,-1.033881636,1.167914
858,CsBaLiNiF6,Cs,Ba,Li,Ni,F,5.927605436,5.917539375,0.170105518,-2.997613574,1.457758
859,CsRbV_CdCl6,Cs,Rb,V,Cd,Cl,7.29302863,7.317772688,-0.338136467,-1.654297033,0.038895
860,Cs2AgInBr6,Cs,Cs,Ag,In,Br,7.896332136,7.928477845,-0.40544616,-1.331365016,0.215855
861,CsK_AsAgF6,Cs,K,As,Ag,F,6.269774407,6.408745036,-2.168453078,-2.376629964,2.389651
862,RbK_CoCdF6,Rb,K,Co,Cd,F,6.130545082,6.088794931,0.685688243,-2.485328122,0
863,RbK_NaTiF6,Rb,K,Na,Ti,F,6.077441363,6.069231129,0.135276344,-3.274902869,0.00031
864,CsK_AsAuCl6,Cs,K,As,Au,Cl,7.225782776,7.392816334,-2.259403595,-1.279555739,0.102606
865,Rb2SnPtF6,Rb,Rb,Sn,Pt,F,6.225297391,6.4916876,-4.103558665,-2.211209591,0.029344
866,CsRbMgCdF6,Cs,Rb,Mg,Cd,F,6.172971489,6.141689262,0.509342392,-3.046954993,4.836785
867,Cs2PtPbBr6,Cs,Cs,Pt,Pb,Br,7.92801052,7.965943441,-0.476188681,-1.199813136,0
868,K_2PdPbF6,K,K,Pd,Pb,F,6.399245659,6.448749976,-0.767657564,-2.302951818,0
869,RbK_PdBaF6,Rb,K,Pd,Ba,F,6.622691402,6.665472796,-0.64183585,-2.672025876,0
870,Cs2CuBiF6,Cs,Cs,Cu,Bi,F,6.439480035,6.501100264,-0.94784308,-2.471491128,1.171735
871,RbK_NaGaF6,Rb,K,Na,Ga,F,5.985517481,5.999781076,-0.237735258,-3.032531131,5.882725
872,CsK_CuBiBr6,Cs,K,Cu,Bi,Br,7.408216325,7.85923277,-5.738682874,-1.236406792,0.740773
873,CsK_MgTiCl6,Cs,K,Mg,Ti,Cl,7.33262661,7.188810439,2.000555895,-1.951451269,0.006465
874,Cs2CaCdCl6,Cs,Cs,Ca,Cd,Cl,7.261915932,7.63173084,-4.845754073,-2.086873301,3.770915
875,Cs2ScRbF6,Cs,Cs,Sc,Rb,F,6.736464883,6.733833423,0.039078187,-3.521647634,6.526582
876,Cs2K_AsCl6,Cs,Cs,K,As,Cl,7.792882414,7.848910218,-0.713829085,-1.719065113,3.448708
877,CsRbMgPbCl6,Cs,Rb,Mg,Pb,Cl,7.604155614,7.632734121,-0.374420313,-1.916067194,3.818644
878,CsRbV_CdF6,Cs,Rb,V,Cd,F,6.820681301,6.219164597,9.671985596,-2.737441506,0.079017
879,CsK_MnBaCl6,Cs,K,Mn,Ba,Cl,7.43162156,7.830316969,-5.091689271,-2.045397926,2.434529
880,Cs2NaInF6,Cs,Cs,Na,In,F,6.347556153,6.408995866,-0.958648036,-2.968507504,5.284675
881,CsK_RbMoF6,Cs,K,Rb,Mo,F,6.70273589,6.687069504,0.234278797,-2.825003636,1.510438
882,Cs2K_AuCl6,Cs,Cs,K,Au,Cl,7.80702455,7.821542753,-0.185618151,-1.454454028,0.009724
883,CsRbLiBiF6,Cs,Rb,Li,Bi,F,6.182093167,6.332818506,-2.380067246,-2.875089526,4.975511
884,CsK_NaRuCl6,Cs,K,Na,Ru,Cl,7.440743237,7.304446319,1.86594455,-1.585581279,0.003965
885,RbK_ZnSrF6,Rb,K,Zn,Sr,F,6.242267954,6.294857584,-0.835437963,-3.156668692,4.953028
886,Cs2V_CdF6,Cs,Cs,V,Cd,F,6.829166582,6.26665799,8.976213364,-2.734082753,0.033871
887,CsK_RbInF6,Cs,K,Rb,In,F,6.764749154,6.750176106,0.215891375,-2.902022354,5.159668
888,K_BaLiCuF6,K,Ba,Li,Cu,F,5.718301829,5.776094602,-1.000551012,-2.96849193,0
889,Cs2SrPdI6,Cs,Cs,Sr,Pd,I,8.495110158,8.605653509,-1.284543363,-1.207142335,0.042659
890,RbBaNaPdF6,Rb,Ba,Na,Pd,F,6.166607528,6.159694941,0.112222879,-2.733132697,0.000751
891,CsRbTiCrF6,Cs,Rb,Ti,Cr,F,6.509554317,6.165924752,5.57304182,-2.839918869,0
892,Cs2NaAuF6,Cs,Cs,Na,Au,F,6.415438404,6.411349111,0.063782098,-2.292137822,0.000984
893,CsK_PdPbF6,Cs,K,Pd,Pb,F,6.444500493,6.509830621,-1.003561103,-2.326736891,0
894,CsRbCuRhF6,Cs,Rb,Cu,Rh,F,6.145323614,6.050186922,1.572458723,-2.215554243,0.67622
895,CsK_MgTiF6,Cs,K,Mg,Ti,F,6.390760378,5.974947419,6.959273946,-3.204898377,0.00065
896,CsBaBeRbF6,Cs,Ba,Be,Rb,F,6.324999447,6.197216493,2.061941101,-3.228605151,6.171198
897,Cs2NaBiBr6,Cs,Cs,Na,Bi,Br,8.146435805,8.236355267,-1.091738507,-1.575074863,3.076348
898,RbK_NaCuF6,Rb,K,Na,Cu,F,5.954404783,5.98903311,-0.578195618,-2.481419856,0
899,CsK_V_MnCl6,Cs,K,V,Mn,Cl,7.154435701,7.154963435,-0.007375775,-1.660866993,0.51047
900,Rb2ZnSnCl6,Rb,Rb,Zn,Sn,Cl,7.331141686,7.485662336,-2.064221482,-1.614211582,1.802159
901,CsRbPdCdCl6,Cs,Rb,Pd,Cd,Cl,6.987558501,7.32513947,-4.608526164,-1.434156548,0.043476
902,CsK_CuZnF6,Cs,K,Cu,Zn,F,5.960839455,5.94088199,0.335934379,-2.441862804,0
903,RbK_FeAgCl6,Rb,K,Fe,Ag,Cl,7.149415243,7.231745238,-1.138452646,-1.382484648,0
904,RbK_BePbF6,Rb,K,Be,Pb,F,5.979224231,6.020294666,-0.682199747,-2.873133651,5.033058
905,K_2RhAgF6,K,K,Rh,Ag,F,6.148152041,6.17128459,-0.374841715,-2.205904565,1.531457
906,Ba2LiNaF6,Ba,Ba,Li,Na,F,5.87591593,5.868134105,0.132611574,-3.619652042,6.316686
907,CsRbNaGaCl6,Cs,Rb,Na,Ga,Cl,7.279522891,7.38887025,-1.479892802,-1.831193597,2.695073
908,CsK_V_PbF6,Cs,K,V,Pb,F,6.993215355,6.422157237,8.891998388,-2.767210523,0.66803
909,CsK_CaPbF6,Cs,K,Ca,Pb,F,6.568951287,6.642818706,-1.111989086,-3.173929024,4.992087
910,CsRbK_V_Br6,Cs,Rb,K,V,Br,8.204630693,8.064673884,1.735430484,-1.595105526,0.007112
911,Rb2RuAgF6,Rb,Rb,Ru,Ag,F,6.713837466,6.271168879,7.058789128,-2.208827708,0
912,Rb2MnSrF6,Rb,Rb,Mn,Sr,F,6.471370551,6.40195665,1.084260716,-3.195526661,2.239471
913,RbK_CoCdCl6,Rb,K,Co,Cd,Cl,6.827752368,7.191408357,-5.056811836,-1.429400592,0.003539
914,CsK_CrSrF6,Cs,K,Cr,Sr,F,6.349748184,6.398207947,-0.757395874,-3.114009616,0.010728
915,CsK_NaBiF6,Cs,K,Na,Bi,F,6.42958054,6.513201801,-1.283873332,-2.867566935,4.965864
916,RbK_V_CdF6,Rb,K,V,Cd,F,6.812196019,6.140087125,10.9462436,-2.74007518,0.012329
917,Cs2TiRbCl6,Cs,Cs,Ti,Rb,Cl,8.051683496,7.880787234,2.168517648,-2.069190205,0.005872
918,CsRbCdBaCl6,Cs,Rb,Cd,Ba,Cl,7.581528197,7.996988946,-5.195214747,-2.051475538,4.135748
919,Cs2NaInCl6,Cs,Cs,Na,In,Cl,7.511453915,7.606795146,-1.253369246,-1.883477096,2.957278
920,K_2NaScF6,K,K,Na,Sc,F,6.061885014,6.082529058,-0.33939902,-3.533650087,6.759307
921,K_2CuSnF6,K,K,Cu,Sn,F,6.069733899,6.175478477,-1.71233012,-2.487100202,0.155076
922,CsK_LiCuF6,Cs,K,Li,Cu,F,5.763485952,5.935904737,-2.904675743,-2.448536276,0
923,RbK_CoAgF6,Rb,K,Co,Ag,F,6.088755071,6.107826923,-0.312252659,-2.279115921,0
